TEMPERATURE,HUMIDITY,SOIL MOISTURE,INTENSITY,Weighted_Average,SPRINKLER
25.4,65,2543,94,801.372,0
25.8,65,2820,96,884.864,0
27.0,65,2882,96,903.8000000000001,0
27.5,61,1293,161,435.21999999999997,0
28.9,58,2539,181,811.372,0
30.9,55,3548,176,1113.0919999999999,1
30.7,52,3836,159,1196.216,1
31.8,49,2142,179,690.2840000000001,0
32.7,47,3437,201,1081.556,1
32.3,48,3016,213,957.104,0
31.6,50,1231,178,417.06800000000004,0
31.2,51,1635,188,539.836,0
30.3,55,3731,105,1157.884,1
29.6,58,2742,83,858.748,0
28.2,62,3650,89,1132.7160000000001,1
28.9,63,2079,28,653.3519999999999,0
28.0,64,3229,20,997.2599999999999,0
27.4,65,2078,75,659.7719999999999,0
27.6,65,1688,6,533.168,0
26.9,64,3059,43,949.1719999999999,0
26.1,64,2143,43,674.1479999999999,0
25.5,65,1284,33,415.15999999999997,0
25.9,66,1615,40,515.832,0
25.2,67,2439,17,759.896,0
25.3,67,2905,122,914.4240000000001,0
25.6,66,3649,112,1136.028,1
27.0,66,1787,87,574.3199999999999,0
27.5,62,3493,183,1098.5799999999997,1
28.6,58,1338,165,448.748,0
30.2,55,3055,140,959.956,0
31.3,52,1663,210,551.6239999999999,0
31.4,49,3752,151,1169.252,1
32.4,46,2980,144,936.112,0
32.6,48,3443,174,1079.8279999999997,1
32.1,49,2089,164,672.3679999999999,0
32.9,50,1872,162,607.492,0
31.5,54,1719,123,556.86,0
31.0,57,3307,99,1030.6,0
30.0,61,2180,101,693.62,0
29.4,62,2418,10,752.3919999999999,0
28.5,63,1840,75,588.12,0
28.3,63,1109,44,364.42400000000004,0
28.6,64,2161,28,678.1479999999999,0
28.2,66,2215,53,698.2959999999999,0
28.2,67,3205,24,991.516,0
27.8,68,3083,17,954.1039999999999,0
27.6,69,3485,36,1077.588,1
27.6,70,1701,15,539.728,0
27.1,69,2823,110,889.208,0
27.3,68,1677,128,547.704,0
27.4,67,2616,96,824.672,0
28.1,64,2612,193,836.408,0
29.5,61,2672,141,846.6800000000001,0
30.5,58,1009,140,347.08000000000004,0
31.1,56,3795,149,1183.7479999999998,1
32.6,54,2152,211,699.388,0
32.4,52,2192,210,710.632,0
32.0,53,3749,180,1173.7,1
32.5,54,3687,146,1150.76,1
32.2,55,2522,182,806.4960000000001,0
31.2,58,2420,94,764.136,0
30.2,61,3500,104,1090.096,1
30.0,64,1017,134,350.17999999999995,0
29.4,67,2771,65,867.3919999999999,0
29.0,69,1214,10,393.03999999999996,0
28.5,71,3723,22,1147.8399999999997,1
28.0,72,1454,77,474.98,0
28.9,72,3515,7,1083.732,1
27.4,73,2368,31,742.852,0
27.0,73,2095,55,664.2,0
27.5,73,3254,34,1009.0999999999999,0
27.8,73,3646,17,1124.404,1
27.4,72,1869,89,600.992,0
27.6,71,1624,128,532.728,0
27.5,70,3074,92,962.3799999999999,0
28.7,66,1027,215,364.716,0
29.7,63,1402,216,476.796,0
30.4,60,3200,205,1014.0120000000001,0
31.7,58,3634,183,1140.936,1
32.8,56,1083,183,375.38399999999996,0
32.8,54,2814,210,897.9039999999999,0
32.1,55,2423,179,776.348,0
32.5,57,3282,141,1029.3999999999999,0
32.6,58,2018,205,659.4680000000001,0
31.9,61,3096,82,966.2919999999999,0
30.0,64,2382,93,753.94,0
29.9,68,1284,82,424.092,0
29.3,69,3058,15,947.024,0
29.7,71,3181,0,982.496,0
28.2,72,3869,49,1195.616,1
28.5,74,3562,73,1107.52,1
28.9,76,3739,2,1151.352,1
27.8,78,3792,0,1167.224,1
27.9,79,2442,2,762.812,0
27.4,80,1551,7,496.352,0
27.8,81,2940,24,915.8240000000001,0
27.3,80,1732,126,567.284,0
27.3,78,1732,120,565.884,0
27.7,77,1255,82,417.29600000000005,0
28.4,73,2317,216,753.7320000000001,0
30.4,69,1429,179,481.592,0
31.3,64,1278,201,438.224,0
31.1,62,2742,164,871.628,0
32.9,60,3765,202,1183.792,1
32.8,58,1934,175,630.1239999999999,0
32.7,60,3722,218,1173.0759999999998,1
31.7,61,1046,161,362.29600000000005,0
31.5,63,3178,151,1001.0,0
30.4,66,1432,100,470.592,0
30.2,69,2396,105,761.276,0
29.3,72,2021,109,649.924,0
29.2,73,1893,70,606.3159999999999,0
29.2,75,3766,36,1164.0159999999998,1
28.3,76,2010,49,639.064,0
28.5,77,2572,36,806.18,0
28.5,77,2140,4,672.0999999999999,0
28.9,78,3190,17,989.312,0
28.1,79,2684,32,839.668,0
28.7,79,2197,69,698.9159999999999,0
27.9,80,2575,16,804.952,0
27.3,79,3522,114,1102.3239999999998,1
28.5,77,3394,94,1060.9,1
28.8,76,1439,93,474.06399999999996,0
29.5,71,3018,206,962.38,0
30.2,67,3854,183,1209.0359999999998,1
31.6,62,2306,150,739.0079999999999,0
32.7,59,1480,182,495.156,0
32.4,57,3673,179,1151.9919999999997,1
33.6,54,2839,149,897.088,0
33.1,55,2539,179,811.4279999999999,0
32.2,56,3884,146,1210.336,1
32.3,57,1630,218,544.524,0
31.5,60,1379,112,455.0,0
31.5,63,2968,85,928.76,0
30.9,66,3931,112,1222.112,1
30.2,68,3068,28,951.8159999999999,0
29.6,70,1923,17,607.168,0
29.5,72,2236,11,700.7599999999999,0
29.2,73,2207,73,700.936,0
29.2,74,2027,16,639.236,0
28.8,75,1691,42,542.2439999999999,0
28.2,76,2671,0,830.476,0
28.0,77,3302,17,1022.3799999999999,0
28.5,78,2857,76,897.5600000000001,0
28.5,77,3504,107,1095.72,1
28.0,75,2464,101,782.18,0
28.8,74,2714,97,856.564,0
29.9,70,1982,158,644.692,0
30.6,66,2992,179,949.7080000000001,0
31.6,61,3431,181,1080.568,1
31.8,59,1754,193,578.6439999999999,0
32.1,58,2709,140,857.5279999999999,0
32.0,56,1384,201,467.97999999999996,0
32.3,58,3529,200,1111.9840000000002,1
31.6,61,3159,204,1002.1879999999999,0
31.3,64,2828,149,895.944,0
30.5,66,1970,84,629.78,0
30.3,69,1998,116,643.444,0
29.5,72,2832,128,895.9399999999999,0
29.6,72,1289,22,418.228,0
28.7,73,1758,51,563.016,0
28.0,74,1446,61,470.90000000000003,0
27.3,73,1710,58,549.2040000000001,0
27.0,72,2341,15,732.12,0
25.5,71,3478,76,1081.06,1
25.6,72,1322,69,433.588,0
26.2,73,3444,58,1069.096,1
27.9,74,1775,55,568.7320000000001,0
27.3,73,2872,96,903.124,0
28.2,73,3339,136,1049.0759999999998,0
28.2,72,2711,124,858.716,0
29.6,68,1593,173,529.448,0
30.6,64,3176,154,1000.848,0
31.8,60,2679,171,853.3439999999999,0
32.5,58,2561,162,816.3199999999999,0
32.7,56,3634,212,1144.7160000000001,1
33.4,54,3479,182,1093.652,1
32.8,57,1163,144,394.204,0
31.9,60,3305,180,1042.432,0
31.7,63,3890,183,1219.136,1
30.5,67,1019,138,352.32,0
29.4,70,1237,96,412.37199999999996,0
28.9,74,3285,127,1032.092,0
28.4,74,1387,4,445.332,0
28.3,74,3154,42,980.7239999999999,0
27.4,75,1416,19,456.13200000000006,0
27.2,76,1907,37,606.1759999999999,0
28.0,77,1626,10,518.5999999999999,0
27.1,78,1651,62,533.4079999999999,0
27.3,78,3548,80,1105.0839999999998,1
27.6,78,2187,60,694.068,0
26.2,78,2211,74,702.836,0
27.2,75,2869,125,906.8159999999999,0
27.3,73,2676,88,843.2040000000001,0
27.4,70,1725,125,562.272,0
28.6,65,3372,142,1057.688,1
29.7,60,1744,195,575.6159999999999,0
30.4,55,1780,198,585.6320000000001,0
31.6,52,1608,217,536.188,0
32.4,50,3935,209,1232.832,1
32.5,47,2513,159,798.42,0
32.7,47,3131,199,989.476,0
32.3,48,3701,192,1159.664,1
32.8,48,2983,208,946.644,0
31.9,50,3111,87,968.4119999999999,0
30.4,52,3065,102,956.852,0
30.0,53,3917,134,1217.1,1
29.0,54,2486,52,776.3199999999999,0
29.7,54,2179,61,685.6759999999999,0
29.2,55,1139,4,365.836,0
28.0,56,2180,38,682.84,0
28.2,58,1255,51,407.776,0
27.7,60,1738,63,554.7760000000001,0
27.1,61,1966,10,615.8679999999999,0
27.2,62,2447,43,765.096,0
26.2,64,3242,67,1007.2359999999999,0
26.8,62,1604,109,521.324,0
26.3,61,3133,134,983.1039999999999,0
27.9,59,2663,120,840.0319999999999,0
28.6,56,2015,142,648.068,0
29.1,53,1370,212,463.668,0
30.5,50,1730,164,564.5,0
31.6,48,1498,155,493.388,0
32.8,46,3571,199,1121.224,1
33.9,44,1086,216,377.85200000000003,0
33.2,45,3462,177,1085.2759999999998,1
32.6,46,3890,203,1217.428,1
32.2,47,2193,143,700.096,0
31.3,50,2163,102,685.944,0
30.0,53,1112,133,375.46,0
29.1,57,1622,128,528.6279999999999,0
29.7,58,2369,28,739.1759999999999,0
28.9,60,1541,44,493.352,0
28.3,62,2258,14,704.644,0
28.1,63,1338,3,427.328,0
27.0,65,1828,35,579.06,0
27.1,67,3221,35,997.5479999999999,0
27.0,67,3996,51,1232.26,1
27.7,68,3693,79,1145.7559999999999,1
26.2,69,3757,10,1155.156,1
27.2,67,1744,114,565.536,0
27.7,65,2894,93,907.1759999999999,0
27.4,64,2414,104,764.3519999999999,0
28.5,60,2079,175,672.9799999999999,0
29.5,56,2880,155,909.6400000000001,0
30.9,52,3017,211,957.852,0
30.7,50,2814,201,894.9359999999999,0
30.1,48,3944,143,1225.088,1
31.4,45,2937,180,927.6920000000001,0
30.9,48,3358,146,1049.932,0
30.0,50,2067,144,662.66,0
28.0,53,1285,182,433.66,0
27.4,56,1748,90,560.352,0
26.5,59,2150,139,688.4000000000001,0
25.5,62,1967,91,627.34,0
24.4,64,1564,34,498.712,0
24.9,66,2884,20,893.4519999999999,0
23.6,68,2536,34,791.208,0
21.7,77,1800,38,572.956,0
18.5,87,1697,47,545.22,0
15.4,96,1556,28,501.912,0
17.6,96,3768,0,1162.2079999999999,1
19.9,96,3173,57,992.332,0
21.1,96,4030,8,1242.908,1
21.9,95,4091,104,1274.5919999999999,1
22.0,95,1985,125,645.76,0
21.5,95,2681,135,855.8199999999999,0
21.4,94,3600,149,1133.1719999999998,1
21.0,94,3817,211,1206.84,1
21.4,94,2695,157,862.792,0
21.9,94,3403,216,1083.592,1
21.0,95,3220,208,1027.6,0
22.6,95,3618,179,1143.388,1
21.5,94,3998,196,1259.1799999999998,1
21.8,94,3043,185,971.2239999999999,0
21.8,94,1141,186,400.76400000000007,0
21.9,93,3120,101,982.312,0
20.2,92,3611,109,1129.9759999999999,1
20.2,91,4037,124,1259.5959999999998,1
20.6,91,1157,43,384.36799999999994,0
20.7,91,3156,70,987.8759999999999,0
21.0,91,3240,36,1008.4,0
19.5,92,4045,18,1247.24,1
17.3,94,4079,64,1263.824,1
16.7,95,3294,13,1021.2959999999999,0
17.8,95,3922,2,1208.464,1
19.1,96,1935,7,613.708,0
20.3,96,1272,3,414.584,0
20.3,96,2539,110,809.6639999999999,0
20.0,96,1697,140,561.18,0
20.2,95,3155,123,995.976,0
21.8,94,2792,147,890.604,0
21.4,93,3829,153,1202.152,1
21.9,92,2362,171,764.4320000000001,0
22.2,89,2283,215,746.136,0
23.6,87,2286,164,739.728,0
23.2,85,3112,207,992.876,0
24.1,83,2901,142,920.168,0
25.0,82,2526,179,812.8199999999999,0
25.8,81,1095,168,381.924,0
24.3,83,2000,94,643.204,0
24.4,85,3491,96,1091.372,1
25.0,87,3153,113,993.08,0
23.5,88,2340,46,739.6600000000001,0
23.1,89,3232,35,1005.8879999999999,0
23.9,89,2759,44,865.4719999999999,0
23.6,88,2144,10,675.848,0
23.8,86,3613,68,1124.1639999999998,1
24.4,85,3749,79,1166.392,1
23.6,85,2931,56,917.548,0
23.1,86,3116,41,971.088,0
23.9,86,1102,3,361.792,0
23.9,85,3559,133,1116.812,1
23.3,85,1749,122,572.1039999999999,0
24.7,84,2037,103,655.956,0
25.6,81,2879,178,918.4679999999998,0
26.3,77,3987,212,1254.704,1
27.2,73,1310,140,440.656,0
27.8,70,1525,164,507.844,0
28.5,67,2444,167,783.3199999999999,0
29.4,64,2308,216,748.792,0
29.3,64,1039,212,367.504,0
30.0,65,1800,177,591.38,0
29.8,65,4038,147,1258.524,1
28.5,68,2512,125,798.12,0
27.3,72,3912,88,1213.724,1
26.8,75,3891,106,1210.6439999999998,1
26.7,75,1928,60,615.276,0
25.2,76,2100,6,659.176,0
25.1,76,1592,39,511.36799999999994,0
25.8,76,3106,5,961.004,0
25.9,77,1729,6,548.352,0
25.7,77,1261,34,411.81600000000003,0
24.7,78,4092,60,1264.756,1
24.3,79,2297,34,722.784,0
24.3,80,3544,46,1098.844,1
24.9,79,2309,127,739.5719999999999,0
24.4,78,1697,139,557.232,0
25.8,78,3139,94,983.9239999999999,0
26.7,73,2971,171,943.1560000000001,0
27.9,68,4020,161,1255.392,1
28.1,64,2900,159,918.048,0
28.5,60,3040,162,959.4599999999999,0
29.5,57,2253,169,723.78,0
30.5,54,2815,186,894.1999999999999,0
29.7,55,3648,167,1141.4959999999999,1
29.0,56,2289,155,732.1999999999999,0
30.0,57,2680,199,856.22,0
28.7,60,3882,123,1206.656,1
27.2,64,3713,89,1151.896,1
27.1,67,1203,140,406.848,0
26.6,68,1349,17,433.568,0
26.7,69,2179,31,684.836,0
26.1,70,3912,38,1205.8279999999997,1
25.0,70,1557,4,494.26,0
25.1,70,2230,75,706.128,0
24.7,71,3311,48,1026.816,0
24.7,72,3111,63,969.196,0
24.1,73,2477,4,770.848,0
23.6,74,3519,46,1089.468,1
24.1,73,1538,124,505.948,0
24.6,72,3565,87,1108.728,1
24.5,71,1154,89,385.4,0
25.0,66,1062,183,369.7,0
26.9,62,3226,202,1020.972,0
28.1,57,2537,158,807.048,0
28.0,54,1178,206,405.19999999999993,0
29.8,51,1415,197,474.704,0
30.6,48,3462,206,1089.4479999999999,1
29.1,50,3517,206,1106.0879999999997,1
29.0,51,1045,201,364.03999999999996,0
29.2,52,2700,175,857.236,0
28.3,56,1942,129,624.2640000000001,0
28.3,59,3815,139,1188.404,1
27.6,63,2141,101,681.808,0
27.0,63,3777,19,1160.96,1
26.5,64,3423,34,1056.9999999999998,1
26.2,65,3549,69,1099.8960000000002,1
26.5,67,1344,31,433.71999999999997,0
25.8,69,1046,57,348.324,0
25.7,70,1171,42,383.976,0
24.4,71,1830,12,577.3919999999999,0
24.5,72,3149,43,977.7399999999999,0
24.3,73,1157,53,381.764,0
24.2,72,2298,96,729.7760000000001,0
24.1,72,1614,94,524.268,0
24.7,71,3824,95,1187.296,1
25.6,66,1819,203,599.7679999999999,0
26.9,62,1996,172,647.772,0
28.4,57,3650,154,1140.472,1
28.1,54,3721,188,1165.608,1
29.2,51,3137,189,990.016,0
30.8,48,2172,183,699.284,0
30.2,49,2699,195,859.1759999999999,0
30.2,50,2976,151,936.396,0
30.6,51,3844,141,1195.788,1
29.8,55,2078,128,665.064,0
28.1,58,2350,99,742.968,0
27.2,62,4047,108,1254.196,1
27.3,63,2005,62,635.4639999999999,0
27.8,64,2043,69,648.2639999999999,0
26.9,65,3910,72,1208.812,1
25.9,66,1748,66,559.372,0
24.6,68,3956,55,1220.428,1
22.4,69,2906,58,905.512,0
25.0,70,2289,14,715.26,0
25.6,71,1197,45,392.448,0
26.3,72,3546,77,1102.104,1
26.5,71,3994,128,1243.42,1
26.6,70,3454,83,1074.868,1
25.3,70,3407,82,1060.264,1
26.9,65,2452,219,791.992,0
27.3,61,1844,180,603.124,0
29.8,57,1273,173,430.424,0
29.1,55,2929,211,931.7879999999999,0
30.2,52,1377,169,459.776,0
31.1,49,2175,197,702.508,0
30.4,51,2859,187,906.6719999999999,0
30.4,52,2449,150,778.7719999999999,0
30.4,53,3503,200,1102.252,1
29.5,57,3225,137,1010.9,0
28.0,60,2152,135,689.14,0
26.6,64,2874,117,903.948,0
25.2,64,3464,63,1072.996,1
23.9,65,2174,61,685.632,0
23.0,66,1737,43,552.04,0
23.7,68,3865,38,1190.4959999999999,1
24.1,69,3514,80,1091.468,1
26.6,71,1633,73,527.448,0
26.8,72,3471,78,1079.884,1
26.5,73,3454,12,1065.74,1
26.6,74,3135,77,979.448,0
26.7,73,3451,80,1074.416,1
26.6,72,3535,131,1106.4479999999999,1
26.1,70,1216,129,409.76800000000003,0
27.3,66,2534,156,808.164,0
28.7,61,2751,177,875.1959999999999,0
29.2,57,2063,201,671.1759999999999,0
30.3,54,3210,160,1009.004,0
30.0,51,2829,208,900.4999999999999,0
31.6,49,1561,196,518.308,0
31.2,50,2558,145,810.4359999999999,0
30.6,51,3165,142,992.228,0
30.7,52,2202,196,711.196,0
29.7,56,1278,120,424.19599999999997,0
29.4,59,2968,139,934.612,0
28.2,63,3174,88,990.0559999999999,0
28.8,64,2665,40,831.0840000000001,0
27.3,65,1462,0,464.44399999999996,0
27.3,67,3159,5,974.804,0
26.8,68,1186,16,384.584,0
26.3,69,2234,13,698.704,0
25.4,70,2105,38,663.532,0
25.7,71,3883,59,1200.2359999999999,1
24.9,72,2631,16,818.672,0
24.5,73,2553,74,803.56,0
24.1,72,3793,85,1176.7079999999999,1
24.3,71,3470,108,1082.8039999999999,1
25.3,71,3396,93,1058.7839999999999,1
26.8,66,3126,177,988.564,0
27.6,61,1912,169,622.068,0
28.8,56,1651,212,548.7239999999999,0
29.9,53,1922,142,619.692,0
30.3,50,2026,167,653.664,0
31.6,46,1190,217,409.108,0
30.9,48,1426,150,470.892,0
30.6,49,2076,182,670.568,0
30.8,50,1407,175,469.224,0
30.0,53,1294,109,426.7,0
28.9,56,4050,138,1258.0919999999999,1
27.4,59,3575,101,1110.832,1
27.2,60,3731,51,1150.856,1
27.9,61,1787,48,567.7120000000001,0
26.2,62,3483,18,1072.1159999999998,1
26.8,64,2615,35,814.824,0
26.5,65,1999,79,636.3799999999999,0
26.4,66,1730,46,551.312,0
25.7,68,1265,32,410.216,0
25.5,69,2699,24,839.52,0
24.4,70,2266,76,716.872,0
24.5,69,1753,80,563.28,0
25.8,68,2529,125,802.4639999999999,0
25.1,67,3552,109,1106.648,1
26.5,63,1175,179,402.62,0
27.9,59,1232,207,422.912,0
29.5,55,3885,207,1218.14,1
29.6,52,2367,192,759.828,0
30.5,49,3522,178,1103.78,1
31.4,46,1238,206,421.91200000000003,0
31.1,47,2903,203,921.188,0
30.1,47,1218,159,409.248,0
30.4,48,3524,166,1102.392,1
29.7,51,2155,134,687.856,0
28.4,54,1508,83,487.092,0
27.8,57,2649,120,835.2439999999999,0
27.6,59,3694,44,1138.6080000000002,1
27.8,60,3981,42,1224.7640000000001,1
27.1,61,1263,72,413.64799999999997,0
27.0,64,3575,16,1100.22,1
27.6,66,2201,75,697.0079999999999,0
26.1,69,1297,4,416.28799999999995,0
26.0,70,3358,8,1035.3999999999999,0
26.7,71,2223,50,701.256,0
26.9,72,1407,71,459.73199999999997,0
26.7,71,3632,80,1128.156,1
26.0,70,1075,80,360.58,0
27.0,69,3132,88,978.8,0
28.8,64,3623,209,1142.1439999999998,1
29.3,60,1571,201,524.444,0
31.1,55,2581,165,821.5079999999999,0
31.6,52,3909,176,1220.748,1
32.3,48,3344,172,1049.764,0
33.0,45,1203,195,410.04,0
32.9,46,2091,177,674.1719999999999,0
32.7,47,2171,210,703.016,0
32.3,47,3289,175,1033.404,0
31.7,50,3092,125,967.9759999999999,0
30.1,53,3065,95,956.068,0
31.0,56,2109,108,672.18,0
29.8,58,2940,54,914.144,0
28.2,59,3273,38,1011.6360000000001,0
27.9,60,4060,63,1251.432,1
26.8,63,3203,1,986.184,0
25.1,65,2836,43,882.0479999999999,0
24.7,67,3888,42,1197.956,1
25.7,68,3121,18,965.0559999999999,0
27.0,69,2044,76,650.7199999999999,0
27.9,70,1423,19,456.972,0
27.3,69,1113,128,378.784,0
27.7,67,3589,99,1117.076,1
27.1,66,2370,123,754.288,0
29.0,61,2160,159,695.46,0
29.8,56,3194,157,1004.204,0
30.6,51,1130,214,391.808,0
32.0,48,1857,140,599.1,0
31.5,45,2305,207,741.9,0
32.8,42,2229,218,720.1639999999999,0
31.6,43,1753,149,567.648,0
31.7,45,2550,203,814.896,0
32.0,46,3757,206,1177.7799999999997,1
30.7,48,1265,114,417.496,0
29.0,50,3421,89,1060.88,1
29.0,52,2631,119,828.6399999999999,0
28.7,53,3901,15,1195.2759999999998,1
27.0,53,2102,68,662.52,0
27.8,54,2577,34,800.764,0
26.9,55,1322,78,430.452,0
26.7,55,2796,29,865.7359999999999,0
25.8,56,3260,70,1010.704,0
25.4,57,3424,64,1059.232,1
25.6,58,2428,9,753.068,0
25.6,60,1377,40,442.668,0
26.5,59,3504,126,1092.7800000000002,1
26.0,59,1378,85,449.09999999999997,0
27.7,58,3967,115,1230.196,1
28.4,54,1094,207,380.252,0
29.9,49,1442,197,482.27199999999993,0
30.6,45,3287,200,1035.268,0
31.0,42,3366,189,1056.7,1
31.2,38,3315,220,1044.676,0
31.3,35,2888,165,908.064,0
31.9,36,2465,157,780.492,0
30.5,37,1219,202,412.88,0
30.9,38,1155,183,391.41200000000003,0
30.7,40,2432,133,768.0160000000001,0
29.3,42,3334,87,1032.344,0
29.3,44,1593,138,517.744,0
29.6,45,1381,37,440.368,0
30.0,46,2354,20,730.2799999999999,0
28.3,47,2887,6,888.024,0
28.7,49,1877,50,591.856,0
27.2,51,3271,38,1008.516,0
27.0,53,1500,78,483.32,0
26.3,55,1197,0,381.864,0
26.3,56,2230,23,695.264,0
25.4,57,3027,8,932.292,0
25.5,57,1314,103,431.72,0
25.8,56,3979,93,1229.624,1
25.9,56,3243,101,1009.972,0
27.6,52,1930,176,625.928,0
28.9,49,1382,177,461.192,0
29.9,45,2850,149,896.832,0
30.3,42,1805,193,588.764,0
30.2,39,1605,162,523.5559999999999,0
31.9,36,1632,177,533.3919999999999,0
31.9,37,3717,194,1161.552,1
31.6,39,4093,188,1273.9879999999998,1
31.2,40,1315,191,441.176,0
30.1,44,2712,131,852.6880000000001,0
29.4,47,2829,136,889.132,0
28.6,51,2191,87,691.7679999999999,0
28.6,52,1498,13,473.78799999999995,0
28.5,53,2760,40,856.4200000000001,0
28.8,55,1425,79,462.024,0
26.1,56,3973,69,1224.548,1
25.6,58,3591,74,1111.0679999999998,1
24.1,60,2483,59,776.708,0
23.2,63,1250,42,405.016,0
23.5,65,2059,32,646.9599999999999,0
23.9,67,3398,24,1048.212,0
23.4,69,2845,113,895.192,0
24.2,70,1742,81,560.316,0
24.1,72,3614,107,1126.088,1
24.3,71,2929,190,931.9839999999999,0
25.4,70,1973,185,644.512,0
26.8,69,3352,183,1058.0439999999999,1
26.1,69,2150,179,696.6880000000001,0
27.5,69,1517,151,503.25999999999993,0
27.5,69,1744,157,572.1999999999999,0
27.2,70,2033,167,660.496,0
27.8,72,2570,219,829.6039999999999,0
27.4,74,2447,217,792.8720000000001,0
26.3,77,3188,94,998.4839999999999,0
24.3,79,1850,118,600.444,0
23.9,82,2959,111,932.8919999999999,0
22.1,82,3273,12,1012.728,0
21.6,82,1950,41,619.748,0
20.0,83,2104,19,662.6999999999999,0
20.6,85,1718,41,550.708,0
21.6,87,1923,80,618.508,0
23.4,90,2470,31,777.092,0
22.8,89,3048,62,954.3839999999999,0
22.8,89,2303,75,732.704,0
22.8,88,1998,66,639.664,0
22.8,88,2667,98,844.844,0
22.8,88,3652,122,1143.7039999999997,1
22.2,88,2608,87,825.4359999999999,0
23.5,87,3590,195,1135.24,1
23.2,87,2482,188,801.7760000000001,0
23.3,86,3544,210,1123.2040000000002,1
24.2,85,3569,193,1128.296,1
25.0,84,3926,212,1238.0,1
24.8,83,2287,151,737.424,0
24.7,85,1463,146,490.056,0
24.0,86,1438,176,486.84,0
24.9,88,1513,209,514.772,0
24.7,89,3677,124,1152.2959999999998,1
24.8,90,3900,113,1217.964,1
24.3,92,2495,80,792.264,0
24.2,92,3493,65,1089.5359999999998,1
24.8,92,1670,65,542.804,0
23.7,92,1574,10,505.996,0
22.4,92,2620,49,824.892,0
20.3,92,3960,24,1222.8039999999999,1
18.9,91,2954,30,921.172,0
20.8,91,1632,40,526.504,0
21.1,90,3069,8,952.928,0
23.3,89,3371,60,1051.144,1
23.1,89,3455,124,1085.2479999999998,1
23.1,89,2710,87,856.568,0
23.9,88,3172,135,1001.8319999999999,0
23.6,87,2761,146,879.708,0
23.7,86,2457,165,790.916,0
25.0,85,2523,197,815.28,0
24.1,84,2686,145,856.3679999999999,0
24.7,82,3680,204,1162.436,1
25.7,81,1420,195,483.176,0
25.2,80,3860,202,1215.7359999999999,1
25.1,79,1151,211,403.98800000000006,0
25.2,79,3990,151,1247.316,1
24.9,79,3061,124,964.752,0
23.5,80,3941,111,1226.82,1
23.2,81,2128,98,681.296,0
22.8,81,1586,17,507.24399999999997,0
21.0,82,1212,70,402.23999999999995,0
20.1,82,2179,17,684.6679999999999,0
20.8,84,1927,58,615.5640000000001,0
21.2,86,2041,52,649.5959999999999,0
22.2,88,2444,77,774.8359999999999,0
22.6,88,3762,34,1164.328,1
22.7,88,4050,31,1250.336,1
22.8,89,2173,79,694.2639999999999,0
22.8,88,2468,113,787.244,0
23.1,87,1726,139,568.088,0
23.1,87,3379,128,1062.448,1
24.9,83,1293,210,447.51199999999994,0
25.8,78,3389,158,1067.8839999999998,1
26.3,74,2019,150,654.7839999999999,0
27.5,71,2025,140,654.6800000000001,0
28.5,68,2248,215,731.52,0
28.8,65,3062,193,971.884,0
28.9,65,1316,220,451.892,0
28.2,66,3085,209,981.136,0
28.7,67,1719,165,565.596,0
27.3,69,2129,80,676.864,0
27.0,72,1534,110,503.32,0
27.0,75,1172,109,395.41999999999996,0
24.9,75,2798,41,873.112,0
23.7,76,1727,78,556.936,0
22.3,76,2978,24,924.284,0
24.5,77,2461,75,777.2199999999999,0
25.1,78,2637,14,821.9280000000001,0
27.3,78,3328,51,1035.0240000000001,0
27.8,79,1207,52,399.284,0
26.6,80,2547,63,802.768,0
26.3,81,3119,67,975.1239999999999,0
26.5,79,1563,104,513.0,0
26.1,78,1122,118,382.268,0
25.9,76,2150,92,686.412,0
26.4,71,2780,199,889.1320000000001,0
27.6,65,2450,151,782.068,0
27.8,60,3354,157,1052.764,1
28.2,55,3120,163,982.1160000000001,0
29.8,51,1250,170,421.42400000000004,0
30.5,47,2161,150,691.0,0
30.6,47,1994,184,645.6879999999999,0
30.0,48,1839,173,597.76,0
30.6,49,3570,159,1115.548,1
30.4,51,1183,128,395.612,0
29.1,54,2985,131,937.1080000000001,0
29.5,57,1072,95,359.12,0
29.0,58,1309,23,420.28000000000003,0
28.4,59,3588,36,1105.9119999999998,1
28.5,60,1399,41,450.22,0
26.2,60,2682,56,836.576,0
23.4,61,2384,74,749.1919999999999,0
21.4,61,1088,58,357.592,0
22.5,63,1797,51,570.1800000000001,0
23.1,64,3689,38,1136.408,1
25.6,65,3762,40,1159.5679999999998,1
25.0,64,2630,98,827.64,0
25.7,63,3619,87,1122.7160000000001,1
25.3,62,1334,134,443.404,0
26.7,58,3229,190,1019.016,0
27.8,54,1735,204,571.9639999999999,0
28.7,51,1367,217,462.79599999999994,0
29.5,47,1498,200,498.82,0
30.5,44,2187,148,697.6800000000001,0
30.9,41,1947,197,631.812,0
30.5,42,3998,179,1244.7599999999998,1
31.0,44,2454,210,786.5999999999999,0
30.1,45,1473,202,491.20799999999997,0
29.8,48,3631,138,1130.404,1
29.0,51,1092,94,363.15999999999997,0
29.8,54,1303,93,427.38399999999996,0
28.8,55,1247,16,399.804,0
28.6,57,3009,3,927.0879999999999,0
28.2,58,2368,49,741.396,0
27.0,59,2997,80,934.3800000000001,0
27.6,60,2842,51,884.268,0
27.5,62,4076,31,1252.1999999999998,1
26.0,63,3109,68,967.1399999999999,0
